DATA_ID,STUDY_ID,AI_NAME,AI_50,AI_50_TYPE,AI_ERROR_LOWER,AI_ERROR_HIGHER,AI_ERROR_TYPE,AI_N_CONTAINER,AI_N_INDIVIDUALS_PER_CONTAINER,AI_N_STRUCTURE,FORM_NAME,FORM_50,FORM_50_TYPE,FORM_ERROR_LOWER,FORM_ERROR_HIGHER,FORM_ERROR_TYPE,FORM_N_CONTAINER,FORM_N_INDIVIDUALS_PER_CONTAINER,FORM_N_STRUCTURE,CI_METHOD,CONTROL_GROUP,TEST_GROUP,MULTIPLE_MEASUREMENT,MULTIPLE_TYPE,SPECIES_NAME_BINOMIAL,SPECIES_NAME_COMMON,STRAIN_CLONE_SOURCE,SPECIES_CLASS,SPECIES_PHYLUM,SPECIES_KINGDOM,ECOSYSTEM,LIFE_STAGE,EXPOSURE_DURATION_HOURS,PESTICIDE_CLASS,NANO_FORMULATION,BIO_FORMULATION,SEX,EXPOSURE_ROUTE,ACUTE_CHRONIC_TOXICITY,TEMPERATURE_°C,PH,FEEDING_STATE,AGE_TEST_ORGANISM_HOURS,REGULATORY_STANDARDISED_GUIDELINES_FOLLOWED,GUIDELINES,WATER_HARDNESS_mg_L_Ca_CO3,SE_SIMULATION_REQUIRED,FORMULATION_TYPE,FORMULATION_EXPRESSED_IN_AI_CONC,FORMULATION_VALUE_ADJUSTED,YEAR_PUBLISHED,NOTES
46,scopus307,alachlor,27.5,EC50,6.9,9.1,CI_95,2,5,"10 larvae only, one vessel",Lasso,13.1,EC50,2.8,3.5,CI_95,2,5,"10 larvae only, one vessel",litchfield-wilcoxon,scopus307_ai_e,scopus307_form_e,scopus307_3,1,Chironomus riparius,harlequin fly,Yankton Field Research Station,Insecta,Arthropoda,Animalia,Aquatic/Terrestrial,larvae,24,herbicide,NO,NO,NA,environmental,acute,22,7.735,NA,4th instar,YES,NA,43,NO,Emulsifiable concentrate,YES,NA,1989,immobilisation used as endpoint for acute toxicity studies rather than mortality.
47,scopus307,alachlor,10,EC50,2.6,3.4,CI_95,2,5,"10 larvae only, one vessel",Lasso,12.5,EC50,2.8,3.6,CI_95,2,5,"10 larvae only, one vessel",litchfield-wilcoxon,scopus307_ai_e,scopus307_form_e,scopus307_3,1,Chironomus riparius,harlequin fly,Yankton Field Research Station,Insecta,Arthropoda,Animalia,Aquatic/Terrestrial,larvae,48,herbicide,NO,NO,NA,environmental,acute,22,7.735,NA,4th instar,YES,NA,43,NO,Emulsifiable concentrate,YES,NA,1989,immobilisation used as endpoint for acute toxicity studies rather than mortality.
48,scopus307,metribuzin,175,EC50,51,72,CI_95,2,5,"10 larvae only, one vessel",Sencor,190,EC50,32,38,CI_95,2,5,"10 larvae only, one vessel",litchfield-wilcoxon,scopus307_ai_g,scopus307_form_g,scopus307_4,1,Chironomus riparius,harlequin fly,Yankton Field Research Station,Insecta,Arthropoda,Animalia,Aquatic/Terrestrial,larvae,24,herbicide,NO,NO,NA,environmental,acute,22,7.735,NA,4th instar,YES,NA,43,NO,suspension concentrate,YES,NA,1989,immobilisation used as endpoint for acute toxicity studies rather than mortality.
49,scopus307,metribuzin,43.5,EC50,14.5,21.7,CI_95,2,5,"10 larvae only, one vessel",Sencor,130,EC50,28,36,CI_95,2,5,"10 larvae only, one vessel",litchfield-wilcoxon,scopus307_ai_g,scopus307_form_g,scopus307_4,1,Chironomus riparius,harlequin fly,Yankton Field Research Station,Insecta,Arthropoda,Animalia,Aquatic/Terrestrial,larvae,48,herbicide,NO,NO,NA,environmental,acute,22,7.735,NA,4th instar,YES,NA,43,NO,suspension concentrate,YES,NA,1989,immobilisation used as endpoint for acute toxicity studies rather than mortality.
50,scopus3635,methomyl,8.8,EC50,4.7,10.2,CI_95,2,5,"10 individuals only, one vessel",L 24%,7.6,EC50,2.8,4.4,CI_95,2,5,"10 individuals only, one vessel",litchfield-wilcoxon,scopus3635_ai_a,scopus3635_form_a,scopus3635_1,1,Daphnia magna,water flea,Columbia National Fisheries Research Laboratory,Branchiopoda,Arthropoda,Animalia,Aquatic,neonate,48,insecticide,NO,NO,NA,environmental,acute,17,7.4,NA,1st instar,YES,NA,40,NO,liquid formulation,YES,NA,1983,sample size from committee on methods for toxicity tests with aquatic organisms 1975. In the document it says at least 10 individuals so to be conservative this is the value I used.
51,scopus3635,aminocarb,320,EC50,60,60,CI_95,2,5,"10 individuals only, one vessel",L 17%,19,EC50,6,8,CI_95,2,5,"10 individuals only, one vessel",litchfield-wilcoxon,scopus3635_ai_b,scopus3635_form_b,scopus3635_2,1,Daphnia magna,water flea,Columbia National Fisheries Research Laboratory,Branchiopoda,Arthropoda,Animalia,Aquatic,neonate,48,insecticide,NO,NO,NA,environmental,acute,17,7.4,NA,1st instar,YES,NA,40,NO,liquid formulation,YES,NA,1983,sample size from committee on methods for toxicity tests with aquatic organisms 1975. In the document it says at least 10 individuals so to be conservative this is the value I used.
52,scopus3635,trichlorfon,0.12,EC50,0.04,0.1,CI_95,2,5,"10 individuals only, one vessel",WP 80%,0.08,EC50,0.03,0.06,CI_95,2,5,"10 individuals only, one vessel",litchfield-wilcoxon,scopus3635_ai_c,scopus3635_form_c,scopus3635_3,1,Daphnia magna,water flea,Columbia National Fisheries Research Laboratory,Branchiopoda,Arthropoda,Animalia,Aquatic,neonate,48,insecticide,NO,NO,NA,environmental,acute,17,7.4,NA,1st instar,YES,NA,40,NO,wettable powder,YES,NA,1983,sample size from committee on methods for toxicity tests with aquatic organisms 1975. In the document it says at least 10 individuals so to be conservative this is the value I used.
53,scopus3635,fenitrothion,11,EC50,6,10,CI_95,2,5,"10 individuals only, one vessel",L 87.7%,24,EC50,5,6,CI_95,2,5,"10 individuals only, one vessel",litchfield-wilcoxon,scopus3635_ai_d,scopus3635_form_d,scopus3635_4,1,Daphnia magna,water flea,Columbia National Fisheries Research Laboratory,Branchiopoda,Arthropoda,Animalia,Aquatic,neonate,48,insecticide,NO,NO,NA,environmental,acute,17,7.4,NA,1st instar,YES,NA,40,NO,liquid formulation,YES,NA,1983,sample size from committee on methods for toxicity tests with aquatic organisms 1975. In the document it says at least 10 individuals so to be conservative this is the value I used.
54,scopus3635,acephate,>50000,EC50,NA,NA,NA,2,5,"10 individuals only, one vessel",WP 95%,>50000,EC50,NA,NA,NA,2,5,"10 individuals only, one vessel",litchfield-wilcoxon,scopus3635_ai_e,scopus3635_form_e,scopus3635_5,1,Daphnia magna,water flea,Columbia National Fisheries Research Laboratory,Branchiopoda,Arthropoda,Animalia,Aquatic,neonate,48,insecticide,NO,NO,NA,environmental,acute,17,7.4,NA,1st instar,YES,NA,40,YES,wettable powder,YES,NA,1983,sample size from committee on methods for toxicity tests with aquatic organisms 1975. In the document it says at least 10 individuals so to be conservative this is the value I used.
55,scopus3635,methomyl,920,LC50,260,380,CI_95,2,5,"10 individuals only, one vessel",L 24%,720,LC50,165,220,CI_95,2,5,"10 individuals only, one vessel",litchfield-wilcoxon,scopus3635_ai_f,scopus3635_form_f,scopus3635_6,1,Gammarus pseudolimnaeus,amphipod,Columbia National Fisheries Research Laboratory,Malacostraca,Arthropoda,Animalia,Aquatic,adult,96,insecticide,NO,NO,NA,environmental,acute,17,7.4,NA,NA,YES,NA,40,NO,liquid formulation,YES,NA,1983,sample size from committee on methods for toxicity tests with aquatic organisms 1975. In the document it says at least 10 individuals so to be conservative this is the value I used.
56,scopus3635,aminocarb,145,LC50,49,75,CI_95,2,5,"10 individuals only, one vessel",L 17%,29,LC50,10,15,CI_95,2,5,"10 individuals only, one vessel",litchfield-wilcoxon,scopus3635_ai_g,scopus3635_form_g,scopus3635_7,1,Gammarus pseudolimnaeus,amphipod,Columbia National Fisheries Research Laboratory,Malacostraca,Arthropoda,Animalia,Aquatic,adult,96,insecticide,NO,NO,NA,environmental,acute,17,7.4,NA,NA,YES,NA,40,NO,liquid formulation,YES,NA,1983,sample size from committee on methods for toxicity tests with aquatic organisms 1975. In the document it says at least 10 individuals so to be conservative this is the value I used.
57,scopus3635,trichlorfon,43,LC50,21,40,CI_95,2,5,"10 individuals only, one vessel",WP 80%,17,LC50,10,25,CI_95,2,5,"10 individuals only, one vessel",litchfield-wilcoxon,scopus3635_ai_h,scopus3635_form_h,scopus3635_8,1,Gammarus pseudolimnaeus,amphipod,Columbia National Fisheries Research Laboratory,Malacostraca,Arthropoda,Animalia,Aquatic,adult,96,insecticide,NO,NO,NA,environmental,acute,17,7.4,NA,NA,YES,NA,40,NO,wettable powder,YES,NA,1983,sample size from committee on methods for toxicity tests with aquatic organisms 1975. In the document it says at least 10 individuals so to be conservative this is the value I used.
58,scopus3635,fenitrothion,6.1,LC50,1.5,2,CI_95,2,5,"10 individuals only, one vessel",L 87.7%,2,LC50,1,1,CI_95,2,5,"10 individuals only, one vessel",litchfield-wilcoxon,scopus3635_ai_i,scopus3635_form_i,scopus3635_9,1,Gammarus pseudolimnaeus,amphipod,Columbia National Fisheries Research Laboratory,Malacostraca,Arthropoda,Animalia,Aquatic,adult,96,insecticide,NO,NO,NA,environmental,acute,17,7.4,NA,NA,YES,NA,40,NO,liquid formulation,YES,NA,1983,sample size from committee on methods for toxicity tests with aquatic organisms 1975. In the document it says at least 10 individuals so to be conservative this is the value I used.
59,scopus3635,acephate,>50000,LC50,NA,NA,NA,2,5,"10 individuals only, one vessel",WP 95%,>50000,LC50,NA,NA,NA,2,5,"10 individuals only, one vessel",litchfield-wilcoxon,scopus3635_ai_j,scopus3635_form_j,scopus3635_10,1,Gammarus pseudolimnaeus,amphipod,Columbia National Fisheries Research Laboratory,Malacostraca,Arthropoda,Animalia,Aquatic,adult,96,insecticide,NO,NO,NA,environmental,acute,17,7.4,NA,NA,YES,NA,40,YES,wettable powder,YES,NA,1983,sample size from committee on methods for toxicity tests with aquatic organisms 1975. In the document it says at least 10 individuals so to be conservative this is the value I used.
60,scopus3635,methomyl,88,EC50,41,72,CI_95,2,5,"10 individuals only, one vessel",L 24%,32,EC50,2,18,CI_95,2,5,"10 individuals only, one vessel",litchfield-wilcoxon,scopus3635_ai_k,scopus3635_form_k,scopus3635_11,1,Chironomus plumosus,buzzer midge,Columbia National Fisheries Research Laboratory,Insecta,Arthropoda,Animalia,Aquatic,larvae,48,insecticide,NO,NO,NA,environmental,acute,17,7.4,NA,4th instar,YES,NA,40,NO,liquid formulation,YES,NA,1983,sample size from committee on methods for toxicity tests with aquatic organisms 1975. In the document it says at least 10 individuals so to be conservative this is the value I used.
61,scopus3635,aminocarb,295,EC50,55,70,CI_95,2,5,"10 individuals only, one vessel",L 17%,30,EC50,8,11,CI_95,2,5,"10 individuals only, one vessel",litchfield-wilcoxon,scopus3635_ai_l,scopus3635_form_l,scopus3635_12,1,Chironomus plumosus,buzzer midge,Columbia National Fisheries Research Laboratory,Insecta,Arthropoda,Animalia,Aquatic,larvae,48,insecticide,NO,NO,NA,environmental,acute,17,7.4,NA,4th instar,YES,NA,40,NO,liquid formulation,YES,NA,1983,sample size from committee on methods for toxicity tests with aquatic organisms 1975. In the document it says at least 10 individuals so to be conservative this is the value I used.
62,scopus3635,trichlorfon,0.1,EC50,0.04,0.08,CI_95,2,5,"10 individuals only, one vessel",WP 80%,0.12,EC50,0.04,0.09,CI_95,2,5,"10 individuals only, one vessel",litchfield-wilcoxon,scopus3635_ai_m,scopus3635_form_m,scopus3635_13,1,Chironomus plumosus,buzzer midge,Columbia National Fisheries Research Laboratory,Insecta,Arthropoda,Animalia,Aquatic,larvae,48,insecticide,NO,NO,NA,environmental,acute,17,7.4,NA,4th instar,YES,NA,40,NO,wettable powder,YES,NA,1983,sample size from committee on methods for toxicity tests with aquatic organisms 1975. In the document it says at least 10 individuals so to be conservative this is the value I used.
63,scopus3635,fenitrothion,2.6,EC50,0.9,1.2,CI_95,2,5,"10 individuals only, one vessel",L 87.7%,4,EC50,2,1,CI_95,2,5,"10 individuals only, one vessel",litchfield-wilcoxon,scopus3635_ai_n,scopus3635_form_n,scopus3635_14,1,Chironomus plumosus,buzzer midge,Columbia National Fisheries Research Laboratory,Insecta,Arthropoda,Animalia,Aquatic,larvae,48,insecticide,NO,NO,NA,environmental,acute,17,7.4,NA,4th instar,YES,NA,40,NO,liquid formulation,YES,NA,1983,sample size from committee on methods for toxicity tests with aquatic organisms 1975. In the document it says at least 10 individuals so to be conservative this is the value I used.
64,scopus3635,acephate,>50000,EC50,NA,NA,NA,2,5,"10 individuals only, one vessel",WP 95%,>50000,EC50,NA,NA,NA,2,5,"10 individuals only, one vessel",litchfield-wilcoxon,scopus3635_ai_o,scopus3635_form_o,scopus3635_15,1,Chironomus plumosus,buzzer midge,Columbia National Fisheries Research Laboratory,Insecta,Arthropoda,Animalia,Aquatic,larvae,48,insecticide,NO,NO,NA,environmental,acute,17,7.4,NA,4th instar,YES,NA,40,YES,wettable powder,YES,NA,1983,sample size from committee on methods for toxicity tests with aquatic organisms 1975. In the document it says at least 10 individuals so to be conservative this is the value I used.
65,scopus3635,methomyl,1.6,LC50,0.4,0.6,CI_95,2,5,"10 individuals only, one vessel",L 24%,1.2,LC50,0.1,0.2,CI_95,2,5,"10 individuals only, one vessel",litchfield-wilcoxon,scopus3635_ai_p,scopus3635_form_pb,scopus3635_16,1,Oncorhynchus mykiss,rainbow trout,U.S. Fish and Wildlife Service hatcheries,Actinopterygii ,Chordata,Animalia,Aquatic,adult,96,insecticide,NO,NO,NA,environmental,acute,17,7.4,NA,NA,YES,NA,40,NO,liquid formulation,YES,NA,1983,sample size from committee on methods for toxicity tests with aquatic organisms 1975. In the document it says at least 10 individuals so to be conservative this is the value I used. Used old species name for rainbow trout. Updated.
66,scopus3635,methomyl,1.6,LC50,0.4,0.6,CI_95,2,5,"10 individuals only, one vessel",L 29%,1.2,LC50,0.44,0.7,CI_95,2,5,"10 individuals only, one vessel",litchfield-wilcoxon,scopus3635_ai_p,scopus3635_form_pa,scopus3635_17,1,Oncorhynchus mykiss,rainbow trout,U.S. Fish and Wildlife Service hatcheries,Actinopterygii ,Chordata,Animalia,Aquatic,adult,96,insecticide,NO,NO,NA,environmental,acute,17,7.4,NA,NA,YES,NA,40,NO,liquid formulation,YES,NA,1983,sample size from committee on methods for toxicity tests with aquatic organisms 1975. In the document it says at least 10 individuals so to be conservative this is the value I used. Used old species name for rainbow trout. Updated.
67,scopus3635,aminocarb,13.5,LC50,2.2,2.7,CI_95,2,5,"10 individuals only, one vessel",L 17%,0.14,LC50,0.02,0.03,CI_95,2,5,"10 individuals only, one vessel",litchfield-wilcoxon,scopus3635_ai_q,scopus3635_form_q,scopus3635_18,1,Oncorhynchus mykiss,rainbow trout,U.S. Fish and Wildlife Service hatcheries,Actinopterygii ,Chordata,Animalia,Aquatic,adult,96,insecticide,NO,NO,NA,environmental,acute,17,7.4,NA,NA,YES,NA,40,NO,liquid formulation,YES,NA,1983,sample size from committee on methods for toxicity tests with aquatic organisms 1975. In the document it says at least 10 individuals so to be conservative this is the value I used. Used old species name for rainbow trout. Updated.
68,scopus3635,trichlorfon,1.1,LC50,0.3,0.5,CI_95,2,5,"10 individuals only, one vessel",WP 80%,0.7,LC50,0.2,0.3,CI_95,2,5,"10 individuals only, one vessel",litchfield-wilcoxon,scopus3635_ai_r,scopus3635_form_r,scopus3635_19,1,Oncorhynchus mykiss,rainbow trout,U.S. Fish and Wildlife Service hatcheries,Actinopterygii ,Chordata,Animalia,Aquatic,adult,96,insecticide,NO,NO,NA,environmental,acute,17,7.4,NA,NA,YES,NA,40,NO,wettable powder,YES,NA,1983,sample size from committee on methods for toxicity tests with aquatic organisms 1975. In the document it says at least 10 individuals so to be conservative this is the value I used. Used old species name for rainbow trout. Updated.
69,scopus3635,fenitrothion,1,LC50,0.3,0.4,CI_95,2,5,"10 individuals only, one vessel",L 93%,1.9,LC50,0.5,0.7,CI_95,2,5,"10 individuals only, one vessel",litchfield-wilcoxon,scopus3635_ai_s,scopus3635_form_sa,scopus3635_20,1,Oncorhynchus mykiss,rainbow trout,U.S. Fish and Wildlife Service hatcheries,Actinopterygii ,Chordata,Animalia,Aquatic,adult,96,insecticide,NO,NO,NA,environmental,acute,17,7.4,NA,NA,YES,NA,40,NO,liquid formulation,YES,NA,1983,sample size from committee on methods for toxicity tests with aquatic organisms 1975. In the document it says at least 10 individuals so to be conservative this is the value I used. Used old species name for rainbow trout. Updated.
70,scopus3635,fenitrothion,1,LC50,0.3,0.4,CI_95,2,5,"10 individuals only, one vessel",L 87.7%,2.4,LC50,0.4,0.5,CI_95,2,5,"10 individuals only, one vessel",litchfield-wilcoxon,scopus3635_ai_s,scopus3635_form_sb,scopus3635_21,1,Oncorhynchus mykiss,rainbow trout,U.S. Fish and Wildlife Service hatcheries,Actinopterygii ,Chordata,Animalia,Aquatic,adult,96,insecticide,NO,NO,NA,environmental,acute,17,7.4,NA,NA,YES,NA,40,NO,liquid formulation,YES,NA,1983,sample size from committee on methods for toxicity tests with aquatic organisms 1975. In the document it says at least 10 individuals so to be conservative this is the value I used. Used old species name for rainbow trout. Updated.
71,scopus3635,fenitrothion,1,LC50,0.3,0.4,CI_95,2,5,"10 individuals only, one vessel",WP 40%,1.3,LC50,0.1,0.1,CI_95,2,5,"10 individuals only, one vessel",litchfield-wilcoxon,scopus3635_ai_s,scopus3635_form_sc,scopus3635_22,1,Oncorhynchus mykiss,rainbow trout,U.S. Fish and Wildlife Service hatcheries,Actinopterygii ,Chordata,Animalia,Aquatic,adult,96,insecticide,NO,NO,NA,environmental,acute,17,7.4,NA,NA,YES,NA,40,NO,wettable powder,YES,NA,1983,sample size from committee on methods for toxicity tests with aquatic organisms 1975. In the document it says at least 10 individuals so to be conservative this is the value I used. Used old species name for rainbow trout. Updated.
72,scopus3635,acephate,>50,LC50,NA,NA,NA,2,5,"10 individuals only, one vessel",WP 75%,>50,LC50,NA,NA,NA,2,5,"10 individuals only, one vessel",litchfield-wilcoxon,scopus3635_ai_t,scopus3635_form_t,scopus3635_23,1,Oncorhynchus mykiss,rainbow trout,U.S. Fish and Wildlife Service hatcheries,Actinopterygii ,Chordata,Animalia,Aquatic,adult,96,insecticide,NO,NO,NA,environmental,acute,17,7.4,NA,NA,YES,NA,40,YES,wettable powder,YES,NA,1983,"sample size from committee on methods for toxicity tests with aquatic organisms 1975. In the document it says at least 10 individuals so to be conservative this is the value I used. Used old species name for rainbow trout. Updated. In the standard testing followed, range finding tests are outlined. I assume at least 3 orders of magnitude concentrations were tested. "
73,scopus3635,methomyl,1.2,LC50,0.3,0.2,CI_95,2,5,"10 individuals only, one vessel",L 24%,0.66,LC50,0.18,0.25,CI_95,2,5,"10 individuals only, one vessel",litchfield-wilcoxon,scopus3635_ai_u,scopus3635_form_ua,scopus3635_24,1,Lepomis macrochirus,bluegill,U.S. Fish and Wildlife Service hatcheries,Actinopterygii ,Chordata,Animalia,Aquatic,adult,96,insecticide,NO,NO,NA,environmental,acute,22,7.4,NA,NA,YES,NA,40,NO,liquid formulation,YES,NA,1983,sample size from committee on methods for toxicity tests with aquatic organisms 1975. In the document it says at least 10 individuals so to be conservative this is the value I used.
74,scopus3635,methomyl,1.2,LC50,0.3,0.2,CI_95,2,5,"10 individuals only, one vessel",L 29%,1.2,LC50,0.28,0.4,CI_95,2,5,"10 individuals only, one vessel",litchfield-wilcoxon,scopus3635_ai_u,scopus3635_form_ub,scopus3635_25,1,Lepomis macrochirus,bluegill,U.S. Fish and Wildlife Service hatcheries,Actinopterygii ,Chordata,Animalia,Aquatic,adult,96,insecticide,NO,NO,NA,environmental,acute,22,7.4,NA,NA,YES,NA,40,NO,liquid formulation,YES,NA,1983,sample size from committee on methods for toxicity tests with aquatic organisms 1975. In the document it says at least 10 individuals so to be conservative this is the value I used.
75,scopus3635,aminocarb,6,LC50,1.7,2.4,CI_95,2,5,"10 individuals only, one vessel",L 17%,0.1,LC50,0.03,0.05,CI_95,2,5,"10 individuals only, one vessel",litchfield-wilcoxon,scopus3635_ai_v,scopus3635_form_v,scopus3635_26,1,Lepomis macrochirus,bluegill,U.S. Fish and Wildlife Service hatcheries,Actinopterygii ,Chordata,Animalia,Aquatic,adult,96,insecticide,NO,NO,NA,environmental,acute,22,7.4,NA,NA,YES,NA,40,NO,liquid formulation,YES,NA,1983,sample size from committee on methods for toxicity tests with aquatic organisms 1975. In the document it says at least 10 individuals so to be conservative this is the value I used.
76,scopus3635,trichlorfon,3.3,LC50,1,1.5,CI_95,2,5,"10 individuals only, one vessel",WP 80%,1,LC50,0.3,0.4,CI_95,2,5,"10 individuals only, one vessel",litchfield-wilcoxon,scopus3635_ai_w,scopus3635_form_w,scopus3635_27,1,Lepomis macrochirus,bluegill,U.S. Fish and Wildlife Service hatcheries,Actinopterygii ,Chordata,Animalia,Aquatic,adult,96,insecticide,NO,NO,NA,environmental,acute,22,7.4,NA,NA,YES,NA,40,NO,wettable powder,YES,NA,1983,sample size from committee on methods for toxicity tests with aquatic organisms 1975. In the document it says at least 10 individuals so to be conservative this is the value I used.
77,scopus3635,fenitrothion,1,LC50,0.3,0.4,CI_95,2,5,"10 individuals only, one vessel",L 93%,2.5,LC50,0.7,1,CI_95,2,5,"10 individuals only, one vessel",litchfield-wilcoxon,scopus3635_ai_x,scopus3635_form_xa,scopus3635_28,1,Lepomis macrochirus,bluegill,U.S. Fish and Wildlife Service hatcheries,Actinopterygii ,Chordata,Animalia,Aquatic,adult,96,insecticide,NO,NO,NA,environmental,acute,22,7.4,NA,NA,YES,NA,40,NO,liquid formulation,YES,NA,1983,sample size from committee on methods for toxicity tests with aquatic organisms 1975. In the document it says at least 10 individuals so to be conservative this is the value I used.
78,scopus3635,fenitrothion,1,LC50,0.3,0.4,CI_95,2,5,"10 individuals only, one vessel",L 87.7%,4.3,LC50,0.7,0.8,CI_95,2,5,"10 individuals only, one vessel",litchfield-wilcoxon,scopus3635_ai_x,scopus3635_form_xb,scopus3635_29,1,Lepomis macrochirus,bluegill,U.S. Fish and Wildlife Service hatcheries,Actinopterygii ,Chordata,Animalia,Aquatic,adult,96,insecticide,NO,NO,NA,environmental,acute,22,7.4,NA,NA,YES,NA,40,NO,liquid formulation,YES,NA,1983,sample size from committee on methods for toxicity tests with aquatic organisms 1975. In the document it says at least 10 individuals so to be conservative this is the value I used.
79,scopus3635,fenitrothion,1,LC50,0.3,0.4,CI_95,2,5,"10 individuals only, one vessel",WP 40%,2.4,LC50,0.4,0.5,CI_95,2,5,"10 individuals only, one vessel",litchfield-wilcoxon,scopus3635_ai_x,scopus3635_form_xc,scopus3635_30,1,Lepomis macrochirus,bluegill,U.S. Fish and Wildlife Service hatcheries,Actinopterygii ,Chordata,Animalia,Aquatic,adult,96,insecticide,NO,NO,NA,environmental,acute,22,7.4,NA,NA,YES,NA,40,NO,wettable powder,YES,NA,1983,sample size from committee on methods for toxicity tests with aquatic organisms 1975. In the document it says at least 10 individuals so to be conservative this is the value I used.
80,scopus3635,acephate,>50,LC50,NA,NA,NA,2,5,"10 individuals only, one vessel",WP 75%,>50,LC50,NA,NA,NA,2,5,"10 individuals only, one vessel",litchfield-wilcoxon,scopus3635_ai_y,scopus3635_form_y,scopus3635_31,1,Lepomis macrochirus,bluegill,U.S. Fish and Wildlife Service hatcheries,Actinopterygii ,Chordata,Animalia,Aquatic,adult,96,insecticide,NO,NO,NA,environmental,acute,22,7.4,NA,NA,YES,NA,40,YES,wettable powder,YES,NA,1983,"sample size from committee on methods for toxicity tests with aquatic organisms 1975. In the document it says at least 10 individuals so to be conservative this is the value I used.  In the standard testing followed, range finding tests are outlined. I assume at least 3 orders of magnitude concentrations were tested. "
